epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,11.6783,0,7.44938,0,0,0,0,0,0,4.42188,0,0.000191076,0.000191076,0.000191076
33,11.9398,0,7.44046,0,0,0,0,0,0,4.42188,0,0.00019328,0.00019328,0.00019328
34,12.2386,0,7.48318,0,0,0,0,0,0,4.38672,0,0.000195236,0.000195236,0.000195236
35,12.5231,0,7.39048,0,0,0,0,0,0,4.38672,0,0.000196945,0.000196945,0.000196945
36,12.815,0,7.38416,0,0,0,0,0,0,4.38672,0,0.000198406,0.000198406,0.000198406
37,13.1101,0,7.38137,0,0,0,0,0,0,4.38672,0,0.00019962,0.00019962,0.00019962
38,13.4216,0,7.37945,0,0,0,0,0,0,4.32812,0,0.000200586,0.000200586,0.000200586
39,13.7154,0,7.32105,0,0,0,0,0,0,4.32812,0,0.000201305,0.000201305,0.000201305
40,14.101,0,7.36433,0,0,0,0,0,0,4.32812,0,0.000201776,0.000201776,0.000201776
41,14.3971,0,7.34913,0,0,0,0,0,0,4.32812,0,0.000202,0.000202,0.000202
42,14.7147,0,7.33988,0,0,0,0,0,0,4.20312,0,0.000201976,0.000201976,0.000201976
43,15.0012,0,7.23573,0,0,0,0,0,0,4.20312,0,0.000201705,0.000201705,0.000201705
44,15.2993,0,7.27445,0,0,0,0,0,0,4.20312,0,0.000201186,0.000201186,0.000201186
45,15.5813,0,7.23781,0,0,0,0,0,0,4.20312,0,0.00020042,0.00020042,0.00020042
46,15.8755,0,7.27049,0,0,0,0,0,0,4.0625,0,0.000199406,0.000199406,0.000199406
47,16.1447,0,7.18257,0,0,0,0,0,0,4.0625,0,0.000198145,0.000198145,0.000198145
48,16.4329,0,7.18309,0,0,0,0,0,0,4.0625,0,0.000196636,0.000196636,0.000196636
49,16.7264,0,7.18549,0,0,0,0,0,0,4.0625,0,0.00019488,0.00019488,0.00019488
50,17.0377,0,7.18856,0,0,0,0,0,0,3.79102,0,0.000192876,0.000192876,0.000192876
51,17.259,0,7.10781,0,0,0,0,0,0,3.79102,0,0.000190625,0.000190625,0.000190625
52,17.4811,0,7.11649,0,0,0,0,0,0,3.79102,0,0.000188126,0.000188126,0.000188126
53,17.7219,0,7.10279,0,0,0,0,0,0,3.79102,0,0.00018538,0.00018538,0.00018538
54,18.0691,0,7.10203,0,0,0,0,0,0,3.79102,0,0.000182386,0.000182386,0.000182386
55,18.3588,0,7.1283,0,0,0,0,0,0,3.51953,0,0.000179145,0.000179145,0.000179145
56,18.6146,0,7.04946,0,0,0,0,0,0,3.51953,0,0.000175656,0.000175656,0.000175656
57,18.8614,0,7.0826,0,0,0,0,0,0,3.51953,0,0.00017192,0.00017192,0.00017192
58,19.1372,0,7.02877,0,0,0,0,0,0,3.51953,0,0.000167936,0.000167936,0.000167936
59,19.4261,0,7.07666,0,0,0,0,0,0,3.51953,0,0.000163705,0.000163705,0.000163705
60,19.7374,0,7.08429,0,0,0,0,0,0,3.28516,0,0.000159226,0.000159226,0.000159226
61,20.0067,0,7.02228,0,0,0,0,0,0,3.28516,0,0.0001545,0.0001545,0.0001545
62,20.2919,0,6.97266,0,0,0,0,0,0,3.28516,0,0.000149526,0.000149526,0.000149526
63,20.5914,0,6.98014,0,0,0,0,0,0,3.28516,0,0.000144305,0.000144305,0.000144305
64,20.8937,0,7.00558,0,0,0,0,0,0,3.28516,0,0.000138836,0.000138836,0.000138836
65,21.2034,0,7.04999,0,0,0,0,0,0,3.1582,0,0.00013312,0.00013312,0.00013312
66,21.4916,0,6.94741,0,0,0,0,0,0,3.1582,0,0.000127156,0.000127156,0.000127156
67,21.7821,0,6.92662,0,0,0,0,0,0,3.1582,0,0.000120945,0.000120945,0.000120945
68,22.0473,0,6.94692,0,0,0,0,0,0,3.1582,0,0.000114486,0.000114486,0.000114486
69,22.3388,0,6.986,0,0,0,0,0,0,3.1582,0,0.00010778,0.00010778,0.00010778
70,22.6588,0,6.93574,0,0,0,0,0,0,3.1582,0,0.000100826,0.000100826,0.000100826
71,26.3081,0,6.94708,0,0,0,0,0,0,3.04297,0,9.3625e-05,9.3625e-05,9.3625e-05
72,26.5891,0,6.9203,0,0,0,0,0,0,3.04297,0,8.61763e-05,8.61763e-05,8.61763e-05
73,26.8783,0,6.91816,0,0,0,0,0,0,3.04297,0,7.848e-05,7.848e-05,7.848e-05
74,27.1822,0,6.92029,0,0,0,0,0,0,3.04297,0,7.05363e-05,7.05363e-05,7.05363e-05
75,27.4581,0,6.91736,0,0,0,0,0,0,3.04297,0,6.2345e-05,6.2345e-05,6.2345e-05
76,27.7177,0,6.91062,0,0,0,0,0,0,3.04297,0,5.39062e-05,5.39062e-05,5.39062e-05
77,27.9899,0,6.92703,0,0,0,0,0,0,2.93359,0,4.522e-05,4.522e-05,4.522e-05
78,28.279,0,6.90574,0,0,0,0,0,0,2.93359,0,3.62862e-05,3.62862e-05,3.62862e-05
79,28.5714,0,6.90852,0,0,0,0,0,0,2.93359,0,2.7105e-05,2.7105e-05,2.7105e-05
80,28.8662,0,6.89942,0,0,0,0,0,0,2.93359,0,1.76762e-05,1.76762e-05,1.76762e-05
